cell_number,neighbours,nation,productivity,national_productivity,border_cell,India,SEA,cell_into_conflict,nation_in_conflict,prod_faced,already_conflict,river,ruggedness,uniform_productivity,uniform_national_productivity,religion,language_group,temp_min,temp_max,religion_1450,ruggedness_vrm,hemid_temp_min,hemid_temp_max,wc_temp_max,wc_temp_min,productivity_gaezv4,national_productivity_gaezv4
853,"836,837,852,854,868,869",853,0.87667503,0.87667503,1,0,1,0,,,0,0,12.43750877,1,1,2,4,150.0340001,262.4753337,3,0.189336257,154.3728333,264.1145,278.9258466,162.9576533,5445.68,5445.68
854,"837,838,853,855,869,870",854,0.527328019,0.527328019,1,0,1,0,,,0,0,12.29440113,1,1,2,4,140.9780002,250.2173332,3,0.187387593,146.7921667,252.4156667,264.4745,149.0868267,5183.416,5183.416
855,"838,839,854,856,870,871",855,0.591600035,0.591600035,1,0,1,0,,,0,0,13.56736312,1,1,2,4,144.2723331,254.8750001,3,0.195544818,148.167,259.3871667,263.8914933,149.59774,5255.432,5255.432
856,"839,840,855,857,871,872",856,0.565536062,0.565536062,1,0,1,0,,,0,1,21.54907115,1,1,2,4,170.4559999,286.1824997,3,0.173195174,173.545,291.5373333,281.5273066,175.33672,5107.4,5107.4
857,"840,841,856,858,872,873",857,2.164305242,2.164305242,1,0,1,0,,,0,1,16.30082435,1,1,2,4,188.662,304.6398333,3,0.229866711,196.8548333,313.1106667,302.7613067,193.2217531,4746.272,4746.272
858,"841,842,857,873,874",858,3.561375029,3.561375029,1,0,1,0,,,0,1,5.59002555,1,1,2,4,203.6728469,306.7705343,3,0.38128059,217.2529904,319.7834928,320.282707,214.2428494,4194.990991,4194.990991
859,"843,844,860,878",859,0.649971241,0.649971241,1,0,0,0,,,0,0,24.46154428,1,1,2,8,-66.61194796,83.30973891,3,0.101231555,-70.50937082,103.8940763,76.43896254,-67.31422354,2.04,2.04
860,"844,845,859,861,878,879",860,0.160506133,0.160506133,1,0,0,0,,,0,1,27.35184997,1,1,2,8,-51.58417007,93.19678732,3,0.104892295,-54.34588353,110.0580656,89.72279116,-54.25759036,13.92,13.92
861,"845,846,860,862,879,880",861,0.315435569,0.315435569,1,0,0,0,,,0,1,34.50370446,1,1,2,8,-46.88169346,83.85475221,3,0.085365045,-42.06894244,95.70917001,73.8271821,-51.71975235,40.712,40.712
862,"846,847,861,863,880,881",862,0.294046191,0.294046191,1,0,1,0,,,0,1,39.35868986,1,1,2,8,-30.01740296,84.03647928,3,0.077696026,-23.22121821,89.51054217,61.32835342,-43.33041504,173.112,173.112
863,"847,848,862,864,881,882",863,0.356855521,0.356855521,1,1,1,0,,,0,1,39.44945912,1,1,2,4,83.23209503,187.409471,3,0.09319657,87.54434404,186.0394913,164.8222223,74.46400263,2377.16,2377.16
864,"848,849,863,865,882,883",864,0.277696111,0.277696111,1,0,1,0,,,0,1,24.97426031,1,1,2,4,129.7441435,230.4556558,3,0.15301505,134.0381526,229.0364793,220.8815061,134.0771487,2848.032,2848.032
865,"849,850,864,866,883,884",865,0.355070632,0.355070632,1,0,1,0,,,0,1,23.2643677,1,1,2,4,129.5712851,234.8634535,3,0.135875865,134.5701138,234.7488286,231.7769545,136.9069679,3024.992,3024.992
866,"850,851,865,867,884,885",866,2.603929297,2.603929297,1,0,1,0,,,0,0,19.10431453,1,1,2,4,114.9824296,227.5170683,3,0.152488123,120.6961178,229.6303548,234.7332195,127.8877645,2996.464,2996.464
867,"851,852,866,868,885,886",867,1.144958032,1.144958032,1,0,1,0,,,0,1,17.51440699,1,1,2,4,122.1524431,241.0888557,3,0.175551683,126.5865127,244.7796185,252.4541968,136.7754217,5307.432,5307.432
868,"852,853,867,869,886,887",868,0.611564457,0.611564457,1,0,1,0,,,0,0,13.41433638,1,1,2,4,138.1977909,258.1452477,3,0.207945741,139.45917,260.2364458,271.1387347,151.2123561,5364.312,5364.312
869,"853,854,868,870,887,888",869,0.587624112,0.587624112,1,0,1,0,,,0,0,11.4619418,1,1,2,4,140.9772423,257.5006689,3,0.225651642,143.497992,260.0314592,270.2934269,151.1169143,5496.568,5496.568
870,"854,855,869,871,888,889",870,0.584025311,0.584025311,1,0,1,0,,,0,0,11.62215374,1,1,2,4,151.725402,267.1268405,3,0.206223021,154.6037483,271.3731593,275.243407,161.0392034,5354.792,5354.792
871,"855,856,870,872,889,890",871,0.472628486,0.472628486,1,0,1,0,,,0,1,24.86977488,1,1,2,4,166.728079,284.3110779,3,0.159947406,169.0157296,290.87751,283.5730723,178.6552409,5232.664,5232.664
872,"856,857,871,873,890,891",872,0.288227633,0.288227633,1,0,1,0,,,0,1,22.49109147,1,1,2,4,183.2856423,302.3858772,3,0.189075611,185.8776774,309.6082664,293.8067401,184.2221083,5106.016,5106.016
873,"857,858,872,874,891,892",873,0.60350668,0.60350668,1,0,1,0,,,0,1,20.63276476,1,1,2,4,186.8090697,306.1178042,3,0.195543255,191.5232597,314.8415328,299.3494644,187.298012,4873.984,4873.984
874,"858,873,875,892,893",874,1.977303699,1.977303699,1,0,1,0,,,0,1,7.141797265,1,1,2,4,209.1690094,309.5197455,3,0.325687052,213.0252677,317.7233936,315.5141308,210.7347831,4497.176,4497.176
875,"874,876,893,894",875,1.921214423,1.921214423,1,0,1,0,,,0,0,10.03969434,1,1,2,4,205.9068752,299.6195837,3,0.282024548,207.9316667,307.1572917,314.0652816,212.0201769,4457.219048,4457.219048
876,"875,877,894,895",876,1.628103602,1.628103602,1,0,1,0,,,0,0,16.90005518,1,1,2,4,196.4402729,294.2033566,3,0.204855453,197.6720705,301.726678,311.1906222,210.3636502,4307.470588,4307.470588
877,"876,895,896",877,1.664775516,1.664775516,1,0,1,0,,,0,0,11.737384,1,1,2,4,212.6223547,301.4775144,3,0.251763362,214.1402116,308.4861111,311.4472726,222.5539383,3813.534884,3813.534884
878,"859,860,879",878,3.460059208,3.460059208,1,0,0,0,,,0,1,34.85035128,1,1,2,8,-49.74465607,99.87909143,3,0.084141167,-50.28373413,119.5776553,85.47257853,-46.96318639,100.6774194,100.6774194
879,"860,861,878,880",879,3.223575328,3.223575328,1,0,0,0,,,0,1,28.70345299,1,1,2,8,-44.21392788,97.46526392,3,0.092492047,-41.70591182,113.1002004,84.37110222,-49.23779561,56.78225806,56.78225806
880,"861,862,879,881,902",880,5.037677191,5.037677191,1,0,0,0,,,0,1,34.56787777,1,1,2,8,-28.18069462,97.51235802,3,0.083573942,-20.36239145,105.8780895,82.91500336,-32.71736141,119.2580645,119.2580645
881,"862,863,880,882,902,903",881,3.060279721,3.060279721,1,0,1,0,,,0,1,41.96981634,1,1,2,8,6.477287908,115.0861725,3,0.071658625,14.47344689,116.5931864,93.62324648,-3.742551757,748.1532258,748.1532258
882,"863,864,881,883,903,904",882,2.332481156,2.332481156,1,0,1,0,,,0,1,41.85131944,1,1,2,8,56.41583164,165.4799599,3,0.086236228,64.51686707,164.498163,148.5530394,54.65543089,1627.112903,1627.112903
883,"864,865,882,884,904,905",883,2.198856036,2.198856036,1,0,1,0,,,0,1,39.81701816,1,1,2,4,64.5100201,178.0647963,3,0.096949037,76.26686707,177.2635271,171.4759653,73.16187047,1720.16129,1720.16129
884,"865,866,883,885,905,906",884,3.161715752,3.161715752,1,0,1,0,,,0,1,23.74401511,1,1,2,3,92.12525061,204.155478,3,0.142742756,98.16566466,203.9146627,210.4392052,102.0929192,2553.693548,2553.693548
885,"866,867,884,886,906,907",885,3.894666704,3.894666704,1,0,1,0,,,0,1,25.7147059,1,1,2,3,102.1852038,219.7795591,3,0.142266174,113.493988,226.2765531,238.1490982,123.9608417,3786.564516,3786.564516
886,"867,868,885,887,907,908",886,1.476095208,1.476095208,1,0,1,0,,,0,1,25.45019257,1,1,2,3,126.8647295,250.4624245,3,0.136688635,132.4266867,253.7341349,265.0487975,146.3783032,5078.524194,5078.524194
887,"868,869,886,888,908,909",887,0.786083369,0.786083369,1,0,1,0,,,0,1,24.28185567,1,1,2,3,138.249499,261.6332662,3,0.149719047,140.4241817,264.1890448,267.9315964,150.8121309,5444.306452,5444.306452
888,"869,870,887,889,909,910",888,0.616595242,0.616595242,1,0,1,0,,,0,1,23.95796644,1,1,2,3,153.6776888,274.6733461,3,0.171017744,156.3563794,279.502171,276.5426585,165.066914,5396.209677,5396.209677
889,"870,871,888,890,910,911",889,0.594021041,0.594021041,1,0,1,0,,,0,1,23.56958827,1,1,2,3,155.3986302,274.3799262,3,0.159021909,158.8047762,282.0382432,279.3284969,170.1649365,5398.580645,5398.580645
890,"871,872,889,891,911,912",890,0.592523011,0.592523011,1,0,1,0,,,0,0,17.7886718,1,1,2,3,166.8351703,284.5532733,3,0.195734711,170.1209085,293.5778223,288.1921843,177.0000535,5335.862903,5335.862903
891,"872,873,890,892,912,913",891,0.924065166,0.924065166,1,0,1,0,,,0,0,12.1846773,1,1,2,3,184.7135939,306.0106883,3,0.201310713,187.1963928,315.492318,303.4119104,187.0268738,4845.870968,4845.870968
892,"873,874,891,893,913,914",892,0.384401552,0.384401552,1,0,1,0,,,0,0,14.98795023,1,1,2,3,196.4059786,313.7171008,3,0.193381272,197.497328,324.2641951,305.8596127,194.7533333,4949.056452,4949.056452
893,"874,875,892,894,914,915",893,0.377937569,0.377937569,1,0,1,0,,,0,0,17.4170924,1,1,2,4,183.045257,291.4634268,3,0.189298116,182.8446894,302.739312,295.5588978,184.0594457,5097.91129,5097.91129
894,"875,876,893,895,915,916",894,0.229610171,0.229610171,1,0,1,0,,,0,0,17.05616218,1,1,2,4,183.6988979,287.4298597,3,0.191769587,182.8002672,299.1775217,301.7029392,192.2424048,4976.491935,4976.491935
895,"876,877,894,896,916,917",895,0.680361018,0.680361018,1,0,1,0,,,0,0,17.99870457,1,1,2,4,195.544589,294.0699735,3,0.189084057,195.7112558,304.7092518,306.2494054,206.2021242,4467.653226,4467.653226
896,"877,895,897,917,918",896,1.443212052,1.443212052,1,0,1,0,,,0,1,22.24469022,1,1,2,4,200.4005882,289.3280394,3,0.207646417,202.1092157,297.9921569,296.9676188,211.4557715,4293.243243,4293.243243
897,"896,898,918,919",897,1.872655768,1.872655768,1,0,1,0,,,0,1,13.80210923,1,1,2,4,215.8219101,298.1436329,3,0.287932422,218.35,304.4956929,304.7456683,227.6204816,4091.830508,4091.830508
898,"897,899,919,920",898,1.632376535,1.632376535,1,0,1,0,,,0,0,15.43762375,1,1,2,4,212.7266045,298.4422902,3,0.263975846,215.5933601,304.0430036,301.651759,223.5988019,3279.6,3279.6
899,"898,900,920,921",899,0.872849185,0.872849185,1,0,1,0,,,0,0,13.8671977,1,1,2,4,211.571545,301.2544719,3,0.265838815,214.5506098,306.0365854,306.6334399,222.8834625,3380.657407,3380.657407
900,"899,901,921,922",900,0.418157724,0.418157724,1,0,1,0,,,0,0,14.25032018,1,1,2,3,210.137214,302.6760222,3,0.253956619,213.5990991,306.5446985,308.1354737,219.2565374,3433.902439,3433.902439
901,"900,922,923",901,0.515899448,0.515899448,1,0,1,0,,,0,0,8.773715649,1,1,2,3,220.3823653,307.2354799,3,0.282136423,223.9850589,309.9328704,317.2166681,226.6558527,3183.690265,3183.690265
902,"880,881,903,925",902,4.470994145,4.470994145,1,0,0,0,,,0,1,34.02953997,1,1,2,8,-27.43303271,100.1063795,3,0.084195208,-18.31496326,101.9318637,88.17291917,-26.80801607,175.232,175.232
903,"881,882,902,904,925,926",903,1.551586244,1.551586244,1,0,0,0,,,0,1,29.33441406,1,1,2,8,14.15480962,129.6202405,3,0.108390639,21.8505344,128.3056112,115.3715564,10.08460925,709.032,709.032
904,"882,883,903,905,926,927",904,1.472162969,1.472162969,1,0,0,0,,,0,1,26.89523428,1,1,2,8,48.31128926,162.3692385,3,0.127963869,58.17818971,160.7095858,161.3767268,54.20674681,1377.856,1377.856
905,"883,884,904,906,927,928",905,2.575735106,2.575735106,1,0,0,0,,,0,1,26.74998426,1,1,2,8,79.36022045,191.4188376,3,0.115849284,86.38259853,189.4360387,194.8603742,84.70849705,2064.792,2064.792
906,"884,885,905,907,928,929",906,3.894657591,3.894657591,1,0,0,0,,,0,1,25.50177626,1,1,2,3,99.64979961,214.5577826,3,0.138347576,108.5534402,215.9181697,225.4931195,112.3383634,3337.008,3337.008
907,"885,886,906,908,929,930",907,3.837882344,3.837882344,1,0,0,0,,,0,0,24.73224452,1,1,2,3,99.33567137,221.6870409,3,0.130964048,112.6000334,225.762024,240.8551103,121.5414429,3644.032,3644.032
908,"886,887,907,909,930,931",908,3.130450182,3.130450182,1,0,1,0,,,0,0,23.50096115,1,1,2,3,111.8345023,239.1351033,3,0.140102429,118.757348,242.0609552,249.5850901,129.6008684,4318.072,4318.072
909,"887,888,908,910,931,932",909,1.134706302,1.134706302,1,0,1,0,,,0,0,21.79327102,1,1,2,3,131.9136606,255.6508018,3,0.172690712,134.0961924,259.988978,260.7233333,142.7183902,4886.072,4886.072
910,"888,889,909,911,932,933",910,0.601379506,0.601379506,1,0,1,0,,,0,1,18.67323495,1,1,2,3,150.7087509,271.4326985,3,0.200030162,153.4642619,279.4051436,279.2045892,164.4346359,5198.544,5198.544
911,"889,890,910,912,933,934",911,0.749795166,0.749795166,1,0,1,0,,,0,0,12.56979343,1,1,2,3,168.0826651,287.3353374,3,0.259901769,172.1993988,298.1123914,300.4229325,184.7791183,5336.368,5336.368
912,"890,891,911,913,934,935",912,0.743826634,0.743826634,1,0,1,0,,,0,0,13.33231104,1,1,2,3,176.0599535,299.1619914,3,0.227721116,180.5634603,308.6958918,302.8571808,187.8520507,5085.76,5085.76
913,"891,892,912,914,935,936",913,0.789487362,0.789487362,1,0,1,0,,,0,0,10.77909613,1,1,2,3,198.0100199,322.2177692,3,0.268322381,202.1459586,329.5576152,318.4829924,205.6151572,4678.208,4678.208
914,"892,893,913,915,936,937",914,0.607601142,0.607601142,1,0,1,0,,,0,0,2.805949712,1,1,2,3,213.7496662,328.0950239,3,0.397577964,216.3523714,334.8715765,330.2199929,220.9289914,4416.784,4416.784
915,"893,894,914,916,937,938",915,0.788651247,0.788651247,1,0,1,0,,,0,1,5.269638285,1,1,2,3,209.8107885,323.65364,3,0.353491665,211.9642619,331.3620574,329.3599057,218.1619505,4088.272,4088.272
916,"894,895,915,917,938,939",916,1.03853119,1.03853119,1,0,1,0,,,0,0,6.799033717,1,1,2,3,207.8129589,320.3470271,3,0.312789451,211.3814295,328.505511,327.6529192,219.1974747,3921.56,3921.56
917,"895,896,916,918,939,940",917,1.766905167,1.766905167,1,0,1,0,,,0,1,5.126536196,1,1,2,3,211.6307614,316.7072477,3,0.344619009,215.9846359,324.9442218,323.3655566,227.1059705,3594.04,3594.04
918,"896,897,917,919,940",918,0.734266563,0.734266563,1,0,1,0,,,0,0,15.93725238,1,1,2,4,209.425761,293.9274321,3,0.244972809,212.3700817,302.5139198,302.3713633,221.2629199,3241.324561,3241.324561
919,"897,898,918,920",919,1.072165744,1.072165744,1,0,1,0,,,0,0,15.06655593,1,1,2,4,211.1416932,296.8262357,3,0.25081283,214.2570978,304.2394848,301.0129478,222.3492411,3889.325581,3889.325581
920,"898,899,919,921",920,0.577661207,0.577661207,1,0,1,0,,,0,0,5.679036447,1,1,2,3,217.1714283,305.1452381,3,0.264546536,220.2103175,311.2206349,308.4712343,228.2139158,3561.71875,3561.71875
921,"899,900,920,922",921,0.521360648,0.521360648,1,0,1,0,,,0,0,8.970370179,1,1,2,3,215.818799,308.8197682,3,0.292097056,219.7906977,313.8653101,312.3771331,237.3556506,3087.84375,3087.84375
922,"900,901,921,923,941",922,0.997957214,0.997957214,1,0,1,0,,,0,0,10.25228665,1,1,2,3,211.8597607,305.4236109,3,0.297799603,215.9934414,309.3645833,312.5031536,222.7377452,3267.544643,3267.544643
923,"901,922,924,941,942",923,1.098716639,1.098716639,1,0,1,0,,,0,0,7.580449385,1,1,2,3,218.8867567,311.3647992,3,0.319414546,222.8966113,313.803769,314.9510931,224.8234211,3127.879032,3127.879032
924,"923,942,943",924,0.476581444,0.476581444,1,0,1,0,,,0,0,11.31021228,1,1,2,3,218.5208334,310.1439742,3,0.289098391,222.3582589,312.3634673,308.0960377,225.7948226,3232.815789,3232.815789
925,"902,903,926",925,3.310863437,3.310863437,1,0,0,0,,,0,1,35.20238894,1,1,2,8,-2.209752812,129.1870405,3,0.086312693,6.307114228,125.9313627,117.433153,1.873480283,397.792,397.792
926,"903,904,925,927,946",926,1.401039722,1.401039722,1,0,0,0,,,0,1,29.35889015,1,1,2,8,48.31880437,167.4706081,3,0.107720115,55.36406146,164.3067802,164.9568804,51.27783571,1143.432,1143.432
927,"904,905,926,928,946,947",927,2.102899468,2.102899468,1,0,0,0,,,0,1,24.00672622,1,1,2,8,87.71058779,201.3161318,3,0.116239541,93.09235137,199.0200401,206.3303674,91.7243487,2513.08,2513.08
928,"905,906,927,929,947,948",928,3.722927152,3.722927152,1,0,0,0,,,0,1,22.4358083,1,1,2,3,96.13493643,208.1200735,3,0.14374396,101.2140949,206.8709085,215.1414295,99.97470949,3172.048,3172.048
929,"906,907,928,930,948,949",929,5.083532189,5.083532189,1,0,0,0,,,0,1,26.62100446,1,1,2,3,106.9457247,225.8104541,3,0.137458614,118.3520374,226.4863059,234.5247762,120.8790782,4057.376,4057.376
930,"907,908,929,931,949,950",930,3.831230744,3.831230744,1,0,0,0,,,0,1,24.18725257,1,1,2,3,117.7501669,245.1007014,3,0.152517145,129.9402138,248.4435538,250.1527521,137.5922379,4974.752,4974.752
931,"908,909,930,932,950,951",931,4.394406337,4.394406337,1,0,1,0,,,0,1,19.67170263,1,1,2,3,124.9081496,249.5951897,3,0.180898317,130.000501,254.1217435,254.3511955,140.4105277,5127.52,5127.52
932,"909,910,931,933,951,952",932,1.15102961,1.15102961,1,0,1,0,,,0,1,21.58705914,1,1,2,3,148.7090848,269.0507683,3,0.166762486,150.9620908,276.0860053,274.4137943,162.5614897,5349.064,5349.064
933,"910,911,932,934,952,953",933,0.689591247,0.689591247,1,0,1,0,,,0,1,17.60954017,1,1,2,3,165.6842018,285.7334677,3,0.209624526,169.2209419,296.6621576,297.4209218,184.0972211,5317.16,5317.16
934,"911,912,933,935,953,954",934,0.615698123,0.615698123,1,0,1,0,,,0,0,14.6488374,1,1,2,3,171.2803942,292.5706409,3,0.221030411,175.4787909,304.5402472,302.7041549,186.3375951,5348.952,5348.952
935,"912,913,934,936,954,955",935,0.609085782,0.609085782,1,0,1,0,,,0,0,14.81421235,1,1,2,3,181.7808951,308.7159309,3,0.225634913,186.7062458,317.991817,309.9188776,195.6433668,5109.128,5109.128
936,"913,914,935,937,955,956",936,0.622706477,0.622706477,1,0,1,0,,,0,0,9.198881947,1,1,2,3,193.4245161,322.6250837,3,0.2762753,198.6394456,326.738644,317.3933398,206.5169538,4993.688,4993.688
937,"914,915,936,938,956,957",937,1.176388774,1.176388774,1,0,1,0,,,0,0,3.434950192,1,1,2,3,208.4074815,333.2616899,3,0.405516273,213.9395458,337.002505,329.9111949,221.4595791,4704.744,4704.744
938,"915,916,937,939,957,958",938,2.289417797,2.289417797,1,0,1,0,,,0,1,2.784675329,1,1,2,3,212.0691383,324.9964935,3,0.397492553,222.8962926,335.2965932,331.4400596,225.6749429,3499.752,3499.752
939,"916,917,938,940,958,959",939,4.025942448,4.025942448,1,0,1,0,,,0,1,1.490477949,1,1,2,3,215.8224784,320.8006013,3,0.504896975,228.1857047,333.8754175,325.6099531,232.5623714,3773.848,3773.848
940,"917,918,939,959,960",940,8.841838483,8.841838483,1,0,1,0,,,0,1,2.354769047,1,1,2,3,225.0178935,310.9744383,3,0.428665684,235.1416155,324.8670757,321.0741114,240.7460276,3677.464286,3677.464286
941,"922,923,942",941,1.028782074,1.028782074,1,0,1,0,,,0,0,1.351348048,1,1,2,3,224.5132735,313.9631256,3,0.481350051,228.8429204,317.3340708,317.6732261,232.9935536,2913.548387,2913.548387
942,"923,924,941,943,961",942,1.01183952,1.01183952,1,0,1,0,,,0,0,5.716482644,1,1,2,3,223.361024,310.1324455,3,0.295577625,227.6933124,312.0796761,312.0364373,227.8026915,3347.962963,3347.962963
943,"924,942,944,961,962",943,0.386717251,0.386717251,1,0,1,0,,,0,0,10.79186938,1,1,2,3,215.8390466,311.4741927,3,0.276889733,220.0782112,312.7293144,310.0854588,224.794855,3107.100917,3107.100917
944,"943,945,962,963",944,0.182612084,0.182612084,1,0,1,0,,,0,0,10.23826682,1,1,2,3,211.4766377,309.7885352,3,0.290608138,215.4455684,311.9079961,307.7914113,222.1066035,2969.709677,2969.709677
945,"944,963,964",945,0.061590907,0.061590907,1,0,1,0,,,0,1,4.94210206,1,1,2,3,219.3029886,313.4266311,3,0.366514088,223.8519022,315.9451993,312.3733075,224.7232675,3021.245283,3021.245283
946,"926,927,947,966",946,6.404968194,6.404968194,1,0,0,0,,,0,1,27.36631077,1,1,2,8,94.8261525,214.8308287,3,0.114453602,101.6265865,213.9485638,214.1517434,101.6561657,2504.712,2504.712
947,"927,928,946,948,966,967",947,2.892139861,2.892139861,1,0,0,0,,,0,0,22.14627447,1,1,2,8,101.0536073,216.3997997,3,0.172901236,105.5584502,216.3542084,218.0670941,102.379352,2557.624,2557.624
948,"928,929,947,949,967,968",948,4.783812069,4.783812069,1,0,0,0,,,0,0,25.64263505,1,1,2,3,112.4338676,225.9853036,3,0.139845742,118.8730795,226.9686039,225.734783,114.0799934,3346.112,3346.112
949,"929,930,948,950,968,969",949,4.836793932,4.836793932,1,0,0,0,,,0,0,27.78550545,1,1,2,3,120.0450902,236.6220775,3,0.12912972,129.8732465,240.0404142,236.4539747,129.076807,3923.16,3923.16
950,"930,931,949,951,969,970",950,3.749101401,3.749101401,1,0,1,0,,,0,0,25.11468507,1,1,2,3,120.2715428,237.1670006,3,0.159837827,127.6300935,243.2625251,242.775618,137.6069539,4685.32,4685.32
951,"931,932,950,952,970,971",951,2.611707913,2.611707913,1,0,1,0,,,0,1,22.43339179,1,1,2,3,141.8476954,257.3926182,3,0.183103031,144.9632599,265.2186039,264.4009352,156.7971276,5038.344,5038.344
952,"932,933,951,953,971,972",952,0.427344113,0.427344113,1,0,1,0,,,0,0,20.77886181,1,1,2,3,150.8967932,268.6583164,3,0.196505555,154.4473948,279.5546092,277.3868137,167.2673347,4986.528,4986.528
953,"933,934,952,954,972,973",953,0.570782398,0.570782398,1,0,1,0,,,0,1,22.62203557,1,1,2,3,157.7520041,277.5313962,3,0.167869166,161.6092184,290.3256513,287.2349566,175.1557247,5432.664,5432.664
954,"934,935,953,955,973,974",954,0.355061364,0.355061364,1,0,1,0,,,0,1,19.99552914,1,1,2,3,169.4769538,287.4883096,3,0.21009059,172.8358383,302.6322645,295.6123045,184.8000067,5366.952,5366.952
955,"935,936,954,956,974,975",955,0.432497604,0.432497604,1,0,1,0,,,0,1,13.28048802,1,1,2,3,175.4934867,302.9086503,3,0.212547696,180.6857047,312.7909152,304.8314027,190.9518904,5298.84,5298.84
956,"936,937,955,957,975,976",956,0.48640792,0.48640792,1,0,1,0,,,0,0,12.59777582,1,1,2,3,175.901971,306.1482959,3,0.221347932,182.0866733,313.762191,300.8849029,191.6917568,4701,4701
957,"937,938,956,958,976,977",957,0.686850098,0.686850098,1,0,1,0,,,0,0,5.12245635,1,1,2,3,197.0487642,313.8830996,3,0.284113171,208.3844355,327.6820307,323.3698665,213.6293119,3927.744,3927.744
958,"938,939,957,959,977,978",958,0.979064078,0.979064078,1,0,1,0,,,0,0,6.732732708,1,1,2,3,188.3755843,295.032732,3,0.232448433,205.7019038,318.5833333,313.9416832,207.8825652,4348.648,4348.648
959,"939,940,958,960,978,979",959,1.028232308,1.028232308,1,0,1,0,,,0,0,2.326876892,1,1,2,3,212.5357382,301.784402,3,0.399131528,227.5736473,327.3286573,323.2970728,231.1336923,3955.768,3955.768
960,"940,959,979,980",960,1.138332477,1.138332477,1,0,1,0,,,0,0,5.373587814,1,1,2,3,222.4215053,306.2182798,3,0.273784233,234.0755376,322.6580645,316.7184517,232.2592809,3952.244186,3952.244186
961,"942,943,962,981",961,1.511352225,1.511352225,1,0,1,0,,,0,0,8.449356674,1,1,2,3,221.4830097,307.3948226,3,0.301303302,225.7235707,308.3640777,310.1313452,226.1872639,3116.551282,3116.551282
962,"943,944,961,963,981,982",962,0.394122731,0.394122731,1,0,1,0,,,0,0,19.48523777,1,1,2,3,196.4684367,287.9964928,3,0.192939193,200.492652,289.2344689,287.6410087,204.4022178,2997.928,2997.928
963,"944,945,962,964,982,983",963,0.052044299,0.052044299,1,0,1,0,,,0,0,19.29037885,1,1,2,3,186.4894791,281.7431522,3,0.199940084,190.4634269,284.1192385,283.2550367,195.1826721,2877.432,2877.432
964,"945,963,965,983,984",964,0.042855975,0.042855975,1,0,1,0,,,0,1,10.89309509,1,1,2,3,203.3084606,303.8326066,3,0.307927905,207.2078794,305.6238199,302.4265533,212.253926,2984.033333,2984.033333
965,"964,984,985",965,0.084468759,0.084468759,1,0,1,0,,,0,0,4.318296025,1,1,2,3,222.1975313,310.5216039,3,0.375354596,225.6371252,311.7949735,313.646187,225.1965774,3023.472727,3023.472727
966,"946,947,967,986",966,10.03538633,10.03538633,1,0,0,0,,,0,1,24.28176688,1,1,2,8,94.4919676,211.5035139,3,0.144338457,100.667336,214.0271084,216.1846654,102.483253,2755.384,2755.384
967,"947,948,966,968,986,987",967,4.878108921,4.878108921,1,0,0,0,,,0,0,18.75677374,1,1,2,8,99.10910315,207.2433065,3,0.170818946,104.0264391,209.273427,207.1634472,95.55319282,2397.712,2397.712
968,"948,949,967,969,987,988",968,3.974239993,3.974239993,1,0,0,0,,,0,0,21.92266446,1,1,2,3,119.9901273,226.0525435,3,0.155714849,124.7920013,230.003012,217.4415997,110.5144177,3055.8,3055.8
969,"949,950,968,970,988,989",969,4.750868404,4.750868404,1,0,0,0,,,0,0,29.44746114,1,1,2,3,127.8423694,233.9857763,3,0.127179009,133.0346386,240.9109772,229.8193106,129.2497925,4054.616,4054.616
970,"950,951,969,971,989,990",970,1.135294071,1.135294071,1,0,1,0,,,0,1,25.53156902,1,1,2,3,142.4901269,249.7873163,3,0.146085494,146.7428046,259.6671687,250.5865394,154.0068676,4241.616,4241.616
971,"951,952,970,972,990,991",971,0.374163217,0.374163217,1,0,1,0,,,0,1,24.44490597,1,1,2,3,148.3840364,258.6239958,3,0.161466359,152.0893574,271.3385207,264.129786,163.7786546,4845.704,4845.704
972,"952,953,971,973,991,992",972,0.746016353,0.746016353,1,0,1,0,,,0,1,24.62416044,1,1,2,3,158.5870146,273.7108435,3,0.173504392,162.5448461,287.5937082,277.0211646,174.3058501,5332.008,5332.008
973,"953,954,972,974,992,993",973,0.528316981,0.528316981,1,0,1,0,,,0,1,25.06405549,1,1,2,3,159.647925,272.6189762,3,0.171343611,163.4409304,288.7366131,279.0184806,175.9624966,5352.288,5352.288
974,"954,955,973,975,993,994",974,0.845049347,0.845049347,1,0,1,0,,,0,1,9.122951111,1,1,2,3,186.980087,299.3509037,3,0.27181329,193.0498661,313.9732262,307.3536276,201.3790898,5114.832,5114.832
975,"955,956,974,976,994,995",975,0.824052364,0.824052364,1,0,1,0,,,0,0,4.394550301,1,1,2,3,190.6976234,313.754016,3,0.261441564,201.2391232,322.4524766,315.9102204,205.9553212,4879.36,4879.36
976,"956,957,975,977,995,996",976,1.074780263,1.074780263,1,0,1,0,,,0,0,3.499097691,1,1,2,3,195.4220212,306.8780121,3,0.315105332,207.1572959,324.3052209,318.5250798,210.4395382,4086.984,4086.984
977,"957,958,976,978,996,997",977,1.006905512,1.006905512,1,0,1,0,,,0,0,1.519495172,1,1,2,3,201.2518404,318.9605087,3,0.392981204,213.8830321,328.8408635,324.8936275,217.4636346,3631.576,3631.576
